居住地址,lat,lng,hospital_count,nearest_hospital_distance,store_count,nearest_store_distance
屏東縣東港鎮東隆里,22.4629336,120.4490852,20.0,0.4708159325067581,20.0,0.1803114622407162
屏東縣東港鎮盛漁里,22.4620417,120.446925,12.0,0.6360297385273594,13.0,0.1974671156441313
屏東縣東港鎮朝安里,22.4674414,120.4451247,11.0,0.4142587436203119,15.0,0.07777145809806742
屏東縣恆春鎮德和里,21.9948618,120.7263732,0.0,0.0,1.0,1.0415051304974463
屏東縣潮州鎮崙東里,22.5290871,120.5768354,0.0,0.0,0.0,0.0
屏東縣恆春鎮大光里,21.9496994,120.7378688,0.0,0.0,2.0,0.2941656785727286
屏東縣恆春鎮網紗里,22.0251752,120.7608567,0.0,0.0,0.0,0.0
屏東縣東港鎮興農里,22.4969624,120.4804048,0.0,0.0,1.0,1.4183660371854425
屏東縣東港鎮頂中里,22.4681451,120.4498053,20.0,0.06614110607919022,20.0,0.09808007102242271
屏東縣東港鎮興漁里,22.4610727,120.4483651,12.0,0.6593561171663115,16.0,0.027006622899611823
屏東縣東港鎮豐漁里,22.4639074,120.4411641,10.0,0.9083385719514496,10.0,0.3157201583428316
屏東縣潮州鎮興美里,22.5160764,120.5365449,0.0,0.0,0.0,0.0
屏東縣新埤鄉餉潭村,22.4897357,120.6113599,0.0,0.0,0.0,0.0
屏東縣屏東市北興里,22.6895776,120.4948021,20.0,0.9460533211031242,20.0,0.30615521076328645
屏東縣萬丹鄉厦北村,22.6036071,120.4573659,0.0,0.0,2.0,1.0097861813230753
屏東縣佳冬鄉羌園村,22.4315532,120.5307881,0.0,0.0,1.0,1.413318950379491
屏東縣屏東市新興里,22.6447928,120.4847242,5.0,0.951746810546855,6.0,0.31561165086221227
屏東縣內埔鄉東寧村,22.6184039,120.5595696,2.0,0.6367463600905171,9.0,0.34555088348833846
屏東縣枋寮鄉東海村,22.4005437,120.5768354,0.0,0.0,4.0,0.2917885901869125
屏東縣鹽埔鄉仕絨村,22.7642474,120.5538138,0.0,0.0,0.0,0.0
屏東縣佳冬鄉萬建村,22.4245238,120.5581307,2.0,0.8079174319121483,5.0,0.7423497874798709
屏東縣萬丹鄉社口村,22.6120865,120.461686,1.0,1.0284532595980846,4.0,0.8674787671627227
屏東縣萬巒鄉新厝村,22.5688493,120.617113,1.0,1.3392130561378401,0.0,0.0
屏東縣竹田鄉永豐村,22.6281511,120.5322273,2.0,0.9625143862659237,5.0,1.120400151153432
屏東縣長治鄉德和村,22.7143077,120.5365449,0.0,0.0,4.0,0.1805914159705241
屏東縣屏東市大連里,22.6791252,120.5063187,20.0,0.22701849410365205,20.0,0.02285360713888568
屏東縣屏東市公館里,22.639817,120.4796849,10.0,1.05237978990384,3.0,0.522632424169218
屏東縣佳冬鄉塭豐村,22.4089256,120.5365449,0.0,0.0,1.0,1.388971615220704
屏東縣屏東市歸心里,22.6516781,120.4998407,0.0,0.0,6.0,0.6418193099078683
屏東縣屏東市豐田里,22.6742854,120.5070384,20.0,0.5633554842372461,20.0,0.2718992474845439
屏東縣屏東市華山里,22.6871633,120.5063187,9.0,0.1464748351358376,19.0,0.3053508111402027
屏東縣枋寮鄉隆山村,22.3612254,120.6113599,0.0,0.0,2.0,0.8277177372254717
屏東縣長治鄉潭頭村,22.6734282,120.520713,0.0,0.0,8.0,0.19174144037390367
屏東縣新園鄉仙吉村,22.5423999,120.461686,1.0,0.14863222290777972,3.0,0.11083424213571866
屏東縣高樹鄉舊寮村,22.8526351,120.617113,0.0,0.0,0.0,0.0
屏東縣崁頂鄉洲子村,22.5298405,120.4962417,0.0,0.0,0.0,0.0
屏東縣萬丹鄉磚寮村,22.619852,120.4501653,0.0,0.0,0.0,0.0
屏東縣高樹鄉廣福村,22.7657497,120.6228659,0.0,0.0,0.0,0.0
屏東縣南州鄉萬華村,22.4738526,120.5077582,0.0,0.0,0.0,0.0
屏東縣萬丹鄉社皮村,22.6161625,120.4710457,1.0,0.22523618103430834,3.0,0.1771152911418938
屏東縣萬丹鄉香社村,22.565761,120.4717657,1.0,0.6823487470442519,1.0,0.3504197024084548
屏東縣萬丹鄉崙頂村,22.5864851,120.4559258,0.0,0.0,1.0,0.6869195083496861
屏東縣長治鄉新潭村,22.6808617,120.5235917,0.0,0.0,5.0,0.3895350598165954
屏東縣恆春鎮頭溝里,22.0251699,120.709128,0.0,0.0,0.0,0.0
屏東縣長治鄉長興村,22.6853522,120.5149555,2.0,1.0117748386488237,10.0,0.5101693799212041
屏東縣恆春鎮龍水里,21.9731751,120.7407425,0.0,0.0,0.0,0.0
屏東縣萬丹鄉萬全村,22.5922358,120.4861639,5.0,0.3681426720699408,7.0,0.28097367670637924
屏東縣萬丹鄉加興村,22.608642,120.4717657,1.0,1.028919115867253,5.0,0.8624075472209728
屏東縣里港鄉過江村,22.7870802,120.4962417,1.0,1.0808825211875914,5.0,1.0281639035221735
屏東縣里港鄉瀰力村,22.8290922,120.4876036,0.0,0.0,0.0,0.0
屏東縣九如鄉九塊村,22.7351935,120.4865238,1.0,1.268686177299597,5.0,0.3369092171868954
屏東縣里港鄉永春村,22.7795601,120.4969615,2.0,0.24689114629384665,6.0,0.21143558274246832
屏東縣麟洛鄉田中村,22.6418818,120.5178343,3.0,1.3282430288555331,3.0,1.3388192764657314
屏東縣九如鄉耆老村,22.7561351,120.4904831,0.0,0.0,5.0,0.1875851037535936
屏東縣高樹鄉菜寮村,22.8562897,120.5998528,0.0,0.0,2.0,1.3107994773893912
屏東縣高樹鄉新豐村,22.8724605,120.6372471,0.0,0.0,1.0,1.137929985059319
屏東縣高樹鄉源泉村,22.8110166,120.6113599,0.0,0.0,1.0,1.5671394227536186
屏東縣鹽埔鄉永隆村,22.7575172,120.5221524,0.0,0.0,0.0,0.0
屏東縣高樹鄉廣興村,22.7377645,120.6286186,1.0,1.0250743742426387,2.0,1.1725063897317092
屏東縣萬巒鄉萬和村,22.5694245,120.5696416,0.0,0.0,3.0,0.3508163795729446
屏東縣萬巒鄉萬巒村,22.5755502,120.5595696,0.0,0.0,3.0,0.9264523057526078
屏東縣竹田鄉糶糴村,22.5799311,120.5322273,0.0,0.0,1.0,1.3481507454059931
屏東縣泰武鄉平和村,22.5619482,120.6372471,0.0,0.0,0.0,0.0
屏東縣枋寮鄉內寮村,22.3890371,120.6127982,1.0,0.67717551021319,1.0,1.460844227407581
屏東縣竹田鄉二崙村,22.5923902,120.5494968,0.0,0.0,4.0,0.9303727932889081
屏東縣枋寮鄉大庄村,22.3934238,120.5595696,0.0,0.0,0.0,0.0
屏東縣竹田鄉六巷村,22.6070526,120.5178343,0.0,0.0,0.0,0.0
屏東縣內埔鄉黎明村,22.6932139,120.6113599,0.0,0.0,2.0,1.2132575600745485
屏東縣內埔鄉龍泉村,22.6759388,120.617113,0.0,0.0,0.0,0.0
屏東縣新埤鄉打鐵村,22.498803,120.5423015,0.0,0.0,3.0,0.9077341274971791
屏東縣新埤鄉建功村,22.4832855,120.5653251,0.0,0.0,0.0,0.0
屏東縣新埤鄉南豐村,22.5005565,120.5595696,0.0,0.0,0.0,0.0
屏東縣來義鄉義林村,22.5439979,120.671755,0.0,0.0,0.0,0.0
屏東縣屏東市太平里,22.6776034,120.4912029,20.0,0.39550451863720737,20.0,0.413163598188982
屏東縣東港鎮東光里,22.4675227,120.4590219,20.0,0.43200260631444015,18.0,0.021359449353549068
屏東縣里港鄉鐵店村,22.7761883,120.5034396,2.0,0.6914879901253632,5.0,0.5848073559742082
屏東縣屏東市厚生里,22.6676547,120.4811247,9.0,0.35171376658507897,20.0,0.07487368950639195
屏東縣東港鎮福德里,22.4628783,120.4703258,13.0,0.3240326304709284,5.0,0.3919448471175717
屏東縣屏東市龍華里,22.6287139,120.4847242,10.0,0.5913615987863069,2.0,0.8191936149037974
屏東縣泰武鄉泰武村,22.6026761,120.7234992,0.0,0.0,0.0,0.0
屏東縣來義鄉來義村,22.517071,120.7234992,0.0,0.0,0.0,0.0
屏東縣東港鎮內關帝里,22.480356,120.465765,13.0,0.6362055360814739,9.0,0.12239086059537876
屏東縣萬丹鄉寶厝村,22.5800388,120.4804048,5.0,0.9059935429862296,5.0,0.6102599290816777
屏東縣新園鄉港西村,22.5102369,120.461686,0.0,0.0,0.0,0.0
屏東縣萬巒鄉泗溝村,22.5975092,120.5825901,0.0,0.0,0.0,0.0
屏東縣長治鄉榮華村,22.6844123,120.5768354,0.0,0.0,0.0,0.0
屏東縣里港鄉大平村,22.7758867,120.4937223,2.0,0.21703192774460983,6.0,0.14732027873935996
屏東縣泰武鄉佳平村,22.6130661,120.6487508,0.0,0.0,0.0,0.0
屏東縣竹田鄉履豐村,22.5867635,120.5379841,0.0,0.0,2.0,0.6804799818165173
屏東縣霧臺鄉好茶村,22.6785501,120.769476,0.0,0.0,0.0,0.0
屏東縣瑪家鄉佳義村,22.6534688,120.6602534,0.0,0.0,0.0,0.0
屏東縣崁頂鄉北勢村,22.5149626,120.4904831,0.0,0.0,1.0,0.39969351727171604
屏東縣高樹鄉泰山村,22.7916675,120.6142365,0.0,0.0,1.0,0.4984496906835283
屏東縣里港鄉中和村,22.7993576,120.4760853,0.0,0.0,0.0,0.0
屏東縣新園鄉內庄村,22.5239203,120.4732056,0.0,0.0,0.0,0.0
屏東縣潮州鎮三共里,22.5581707,120.5466187,15.0,0.2257967980615014,16.0,0.28556815198938507
屏東縣東港鎮大潭里,22.4506504,120.4904831,0.0,0.0,1.0,0.40132044177692583
屏東縣潮州鎮新榮里,22.5484406,120.5387036,19.0,0.15376390947818908,20.0,0.1489652593905996
屏東縣屏東市光榮里,22.6740111,120.4843642,20.0,0.4202574426134448,20.0,0.2091281367548954
屏東縣內埔鄉興南村,22.6189325,120.5825901,0.0,0.0,2.0,0.5504408757244216
屏東縣長治鄉繁昌村,22.7124034,120.5710804,0.0,0.0,3.0,1.2006953187838127
屏東縣里港鄉茄苳村,22.7834463,120.5135161,0.0,0.0,0.0,0.0
屏東縣鹽埔鄉鹽南村,22.748255,120.5725191,0.0,0.0,4.0,0.9368962489278643
屏東縣佳冬鄉佳冬村,22.4148502,120.5595696,1.0,0.8802620722194126,4.0,0.6249100076908113
屏東縣內埔鄉老埤村,22.6396669,120.6113599,1.0,0.9791084167645305,3.0,0.7438154315927276
屏東縣長治鄉繁榮村,22.705148,120.5610085,0.0,0.0,1.0,1.1059060288591238
屏東縣萬巒鄉新置村,22.545357,120.6142365,0.0,0.0,0.0,0.0
屏東縣琉球鄉杉福村,22.3486478,120.368051,1.0,1.0634885494341735,3.0,1.0878066129068458
屏東縣內埔鄉美和村,22.5932609,120.5581307,0.0,0.0,2.0,0.7553628990042448
屏東縣南州鄉溪洲村,22.4900082,120.5041594,0.0,0.0,3.0,0.22285131620084453
屏東縣麟洛鄉麟趾村,22.6470719,120.525031,4.0,0.4326076976189746,5.0,0.46850899998139023
屏東縣屏東市大同里,22.6699077,120.4879636,20.0,0.16580981425477936,20.0,0.20562252714660417
屏東縣佳冬鄉大同村,22.4464282,120.5365449,0.0,0.0,0.0,0.0
屏東縣新園鄉新園村,22.5179939,120.4501653,0.0,0.0,4.0,0.8555912634476844
屏東縣萬巒鄉硫黃村,22.5842879,120.5753966,0.0,0.0,1.0,1.2781822777175067
屏東縣新園鄉新東村,22.5385552,120.4415242,0.0,0.0,0.0,0.0
屏東縣新園鄉鹽埔村,22.4839013,120.4400839,2.0,0.22346422127454985,6.0,0.3490490979855575
屏東縣春日鄉古華村,22.3537155,120.6602534,0.0,0.0,0.0,0.0
屏東縣泰武鄉佳興村,22.563852,120.6918803,0.0,0.0,0.0,0.0
屏東縣琉球鄉上福村,22.3424649,120.3687715,1.0,1.1810933072697554,6.0,0.41465424175043514
屏東縣長治鄉德協村,22.7011739,120.5480578,0.0,0.0,2.0,0.685657138225026
屏東縣東港鎮興和里,22.4893641,120.4847242,0.0,0.0,0.0,0.0
屏東縣屏東市清溪里,22.6601655,120.4688858,4.0,0.7222493027507914,14.0,0.42221194259501454
屏東縣長治鄉香楊村,22.6659943,120.5178343,9.0,0.8500760409399299,14.0,0.6593507626477471
屏東縣屏東市楠樹里,22.6709166,120.4935424,20.0,0.12644881821294363,20.0,0.19571214395615533
屏東縣鹽埔鄉高朗村,22.7314046,120.5825901,0.0,0.0,2.0,0.7784127964706001
屏東縣里港鄉塔樓村,22.7639136,120.478965,0.0,0.0,0.0,0.0
屏東縣潮州鎮四春里,22.5493069,120.5825901,0.0,0.0,1.0,1.1593201078743118
屏東縣內埔鄉東片村,22.654005,120.5940988,0.0,0.0,0.0,0.0
屏東縣屏東市崇蘭里,22.6845547,120.4804048,20.0,0.1951345788585051,20.0,0.14925921839539305
屏東縣東港鎮船頭里,22.4607965,120.4674459,5.0,0.06606708112294994,6.0,0.08217108794761466
屏東縣長治鄉崙上村,22.6891613,120.5351057,0.0,0.0,1.0,0.2951458427094924
屏東縣里港鄉土庫村,22.8193872,120.5336665,0.0,0.0,0.0,0.0
屏東縣潮州鎮蓬萊里,22.5506269,120.525031,2.0,0.9603710510640233,4.0,1.0098077716926235
屏東縣萬丹鄉新鐘村,22.5579992,120.4832844,0.0,0.0,4.0,0.3592702339223337
屏東縣萬丹鄉新庄村,22.5660387,120.4832844,0.0,0.0,4.0,0.5950207030379464
屏東縣獅子鄉丹路村,22.2078918,120.769476,0.0,0.0,0.0,0.0
屏東縣鹽埔鄉新圍村,22.7308948,120.5595696,0.0,0.0,4.0,0.9692628124642224
屏東縣屏東市維新里,22.6743544,120.4811247,20.0,0.7012697314436379,20.0,0.32711607394253583
屏東縣獅子鄉竹坑村,22.1491091,120.7177509,0.0,0.0,0.0,0.0
屏東縣獅子鄉內文村,22.2214408,120.8326663,0.0,0.0,0.0,0.0
屏東縣內埔鄉水門村,22.7081396,120.635809,0.0,0.0,9.0,0.17493961723180815
屏東縣麟洛鄉田心村,22.6363558,120.525031,1.0,1.0136111732789508,0.0,0.0
屏東縣鹽埔鄉鹽中村,22.7516147,120.5883446,0.0,0.0,1.0,1.1226902636498493
屏東縣高樹鄉大埔村,22.8426587,120.5883446,0.0,0.0,0.0,0.0
屏東縣竹田鄉竹田村,22.5833164,120.5480578,0.0,0.0,2.0,0.41404140413562424
屏東縣屏東市長安里,22.6690265,120.4681659,4.0,0.9939488318480363,13.0,0.6344621820421515
屏東縣屏東市永城里,22.6780727,120.4825645,20.0,0.42481085978268096,20.0,0.21721164376566002
屏東縣崁頂鄉力社村,22.5423142,120.5135161,0.0,0.0,1.0,0.20535962998061805
屏東縣潮州鎮同榮里,22.5489189,120.5412221,19.0,0.07166461777081953,20.0,0.15729472953001936
屏東縣瑪家鄉北葉村,22.6962912,120.6602534,0.0,0.0,0.0,0.0
屏東縣屏東市北勢里,22.6856424,120.4912029,20.0,0.7045015531612173,20.0,0.25249621407304973
屏東縣屏東市大武里,22.6583583,120.4775252,7.0,0.41802272818903013,20.0,0.15984095583788593
屏東縣崁頂鄉港東村,22.5078402,120.4732056,0.0,0.0,0.0,0.0
屏東縣里港鄉三廍村,22.8060924,120.5077582,0.0,0.0,3.0,0.642594040308259
屏東縣潮州鎮泗林里,22.5397992,120.5768354,0.0,0.0,1.0,1.1267636504810152
屏東縣新園鄉中洲村,22.4844754,120.463126,10.0,1.202677026803969,7.0,0.561532730274495
屏東縣潮州鎮新生里,22.5514201,120.5372645,19.0,0.18260300399967366,20.0,0.12815553901230847
屏東縣鹽埔鄉鹽北村,22.7647527,120.5768354,0.0,0.0,2.0,0.9320212592172519
屏東縣南州鄉七塊村,22.4816082,120.4962417,0.0,0.0,2.0,1.1341723463932298
屏東縣鹽埔鄉彭厝村,22.7505996,120.5423015,0.0,0.0,0.0,0.0
屏東縣里港鄉春林村,22.7693605,120.4976813,1.0,0.6155164537923692,7.0,0.662668327054644
屏東縣三地門鄉安坡村,22.7975102,120.6372471,0.0,0.0,0.0,0.0
屏東縣恆春鎮城南里,22.0024452,120.7479265,14.0,0.3132375395045055,20.0,0.3078299990405208
屏東縣竹田鄉美崙村,22.6010285,120.5466187,0.0,0.0,0.0,0.0
屏東縣長治鄉德榮村,22.6978021,120.5322273,0.0,0.0,1.0,0.8698922163034941
屏東縣屏東市永光里,22.6696391,120.4764453,8.0,0.33480055945431547,20.0,0.21141083476631742
屏東縣潮州鎮彭城里,22.5361406,120.5494968,5.0,1.0254304945410229,8.0,0.36396423001592737
屏東縣萬丹鄉後村村,22.5741233,120.4573659,0.0,0.0,0.0,0.0
屏東縣竹田鄉泗洲村,22.5679039,120.5192737,1.0,1.2152499415114661,1.0,0.5453328854894889
屏東縣鹽埔鄉新二村,22.7312436,120.5451797,1.0,1.0171552312636767,5.0,0.4614895520594661
屏東縣屏東市豐年里,22.6710655,120.4892658,20.0,0.01976573907198971,20.0,0.32300698583072424
屏東縣屏東市必信里,22.6708956,120.4800449,20.0,0.2462906938602976,20.0,0.12407621933434371
屏東縣佳冬鄉豐隆村,22.453546,120.5538138,0.0,0.0,1.0,1.0507103218459704
屏東縣屏東市義勇里,22.6607046,120.4919227,8.0,0.9468287199661123,19.0,0.4390964251095562
屏東縣內埔鄉和興村,22.5999218,120.5710804,1.0,1.3029567812097853,3.0,1.0155611069687682
屏東縣長治鄉繁華村,22.6963346,120.5710804,0.0,0.0,4.0,0.720735347255501
屏東縣滿州鄉里德村,22.0177017,120.8613785,0.0,0.0,0.0,0.0
屏東縣萬丹鄉萬安村,22.5919084,120.5005605,3.0,0.9264686507675475,5.0,0.9396335919871638
屏東縣枋寮鄉玉泉村,22.4389135,120.5854674,0.0,0.0,0.0,0.0
屏東縣麟洛鄉麟頂村,22.6550245,120.5286292,3.0,0.4703651684819346,5.0,0.22202866891691236
屏東縣麟洛鄉麟蹄村,22.6515201,120.5259627,12.0,0.11181997475052362,6.0,0.01936878796349096
屏東縣屏東市信和里,22.7042773,120.5077582,0.0,0.0,3.0,0.5136107930584278
屏東縣內埔鄉隘寮村,22.6949324,120.6286186,0.0,0.0,4.0,0.06497901185652204
屏東縣長治鄉德成村,22.6927057,120.5437406,0.0,0.0,2.0,0.5293860672940807
屏東縣鹽埔鄉振興村,22.7274129,120.6142365,1.0,0.7333882547996865,3.0,0.5773077389483896
屏東縣萬丹鄉興安村,22.5448784,120.4948021,0.0,0.0,0.0,0.0
屏東縣屏東市大埔里,22.6720848,120.4807648,20.0,0.517724069666365,20.0,0.14313704788332152
屏東縣獅子鄉獅子村,22.2388635,120.7234992,0.0,0.0,0.0,0.0
屏東縣東港鎮鎮海里,22.4596986,120.4436845,11.0,1.0216400653007807,12.0,0.32442156671205924
屏東縣萬丹鄉竹林村,22.6012577,120.5135161,0.0,0.0,0.0,0.0
屏東縣萬丹鄉廣安村,22.612635,120.4847242,0.0,0.0,1.0,0.08889853328338043
屏東縣鹽埔鄉洛陽村,22.7393687,120.5192737,0.0,0.0,1.0,0.5469674787165558
屏東縣萬丹鄉四維村,22.6007128,120.4904831,1.0,0.9848652608282594,3.0,0.8388829044291221
屏東縣東港鎮嘉蓮里,22.4541065,120.4544857,9.0,1.2188691129407474,6.0,0.7052280073422964
屏東縣內埔鄉內田村,22.6066528,120.5581307,3.0,1.002592397252374,8.0,0.5125580219862282
屏東縣里港鄉潮厝村,22.7758429,120.4732056,0.0,0.0,0.0,0.0
屏東縣東港鎮東和里,22.469524,120.4480051,20.0,0.2630170988462064,20.0,0.21190703365520241
屏東縣屏東市大洲里,22.6359349,120.4501653,0.0,0.0,0.0,0.0
屏東縣屏東市崇陽里,22.6640991,120.4711835,6.0,0.43831709835642313,16.0,0.16658515833315443
屏東縣恆春鎮墾丁里,21.9613065,120.7982029,0.0,0.0,0.0,0.0
屏東縣屏東市和興里,22.7013339,120.4962417,0.0,0.0,2.0,1.1575246446884757
屏東縣潮州鎮五魁里,22.5591014,120.5293488,9.0,1.0389876206172846,10.0,0.8616304837768773
屏東縣萬丹鄉萬惠村,22.5847976,120.4832844,6.0,0.6236519104010039,7.0,0.4898920664590978
屏東縣屏東市明正里,22.6761547,120.4901231,20.0,0.2585691850154059,20.0,0.29298308008187046
屏東縣東港鎮興東里,22.4768772,120.4674459,14.0,0.8834026293307978,11.0,0.1823230039405088
屏東縣屏東市泰安里,22.6758283,120.4868838,20.0,0.09237058880549709,20.0,0.21033067480656065
屏東縣屏東市萬年里,22.6651092,120.4868838,20.0,0.6873321817634813,20.0,0.241522924910981
屏東縣屏東市崇禮里,22.6711805,120.4850841,20.0,0.4143200198759076,20.0,0.1729586740503078
